geo,NUTS_label,NUTS_label_el,NUTS_level,year,GFCF_GHI,GFCF_Total,GFCF_pct,GFCF_pct_diff
EL3,ATTIKI,ATTΙΚΗ,1,2016,2003.066168159159,6679.820242440282,29.986827421382763,9.038561788029591
EL3,ATTIKI,ATTΙΚΗ,1,2017,2133.462509729638,7041.8418150889975,30.296938865598115,6.509836951133513
EL3,ATTIKI,ATTΙΚΗ,1,2018,2213.907420892292,7434.338137047565,29.779482451298776,3.7706268938772407
EL3,ATTIKI,ATTΙΚΗ,1,2019,1830.3220668150675,7269.12727619816,25.179392205832276,-17.326169579513152
EL3,ATTIKI,ATTΙΚΗ,1,2020,1575.7168964699408,7539.063666054519,20.900697570240496,-13.910402707877726
EL3,ATTIKI,ATTΙΚΗ,1,2021,2093.838937026928,8804.953744330294,23.78023778234153,32.88167066798163
EL3,ATTIKI,ATTΙΚΗ,1,2022,2699.7195733221074,10797.684966857692,25.002762921946694,28.93635348836708
EL6,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,1,2000,398.3249590004851,9046.844552694742,4.40291591925096,NA
EL6,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,1,2001,408.06766176553754,9530.5448341237,4.281682410269653,2.4459182245319937
EL6,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,1,2002,668.4815641063624,9414.718017403504,7.100388592315202,63.81635369343485
EL6,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,1,2003,639.0802993017372,11259.756909710228,5.675791266422501,-4.398216253567034
EL6,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,1,2004,672.6169216682107,12371.715230632812,5.436731359632228,5.247638270670488
EL6,KENTRIKI ELLADA,ΚΕΝΤΡΙΚΗ ΕΛΛΑΔΑ,1,2005,447.86544050414506,10507.467554854167,4.2623537799766344,-33.41448511385078
